Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Australian Institute of Marine Science,AIMS,aims,foi_yes federal directory_gov_au oaic_report_2011_2012 industry_and_science,http://www.aims.gov.au,http://www.aims.gov.au/ips,"","Undertakes research and development to generate new knowledge in marine science and technology, promotes its application in industry, government and ecosystem management; and undertakes complementary activities to disseminate knowledge, collaborate effectively, assist in the development of national marine science policy and enhance the institute's standing as a centre of excellence.",2012-10-15 19:40:51 +1100,2016-12-26 13:44:24 +1100,4
Australian Law Reform Commission,ALRC,alrc,attorney_general oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.alrc.gov.au,http://www.alrc.gov.au/about/information-publication-scheme,http://www.alrc.gov.au/about/foi-disclosure-log,"The Australian Law Reform Commission conducts inquiries into, and reviews of, specific areas of the law and makes recommendations for reform to the Federal Parliament through the attorney_general.",2012-10-15 19:40:51 +1100,2017-08-14 20:58:11 +1000,5
Australian Maritime Safety Authority,AMSA,amsa,infrastructure_and_regional_development oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.amsa.gov.au,https://www.amsa.gov.au/about-amsa/corporate-information/freedom-of-information/Information_Publication_Scheme/index.asp,https://www.amsa.gov.au/about-amsa/corporate-information/freedom-of-information/Freedom_of_Information_disclosures/index.asp,"AMSA's functions include promulgating national and international maritime safety and environment protection standards, providing a national network of aids to navigation for commercial shipping operating around the Australian coast, coordinating search and rescue services for the civil maritime and aviation industries, and maintaining a maritime distress and safety communication network throughout Australia",2012-10-15 19:40:51 +1100,2017-07-13 18:50:03 +1000,4
Australian Military Forces Relief Trust Fund,"",australian_military_forces_relief_trust_fund,defence oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.armyrtf.com.au/,"","",The Australian Military Forces Relief Trust Fund provides loans to members of the Australian Regular Army or Army Reserve who require financial assistance and are in necessitous circumstances.,2012-10-15 19:40:52 +1100,2016-11-30 13:12:02 +1100,3
Australian National Maritime Museum,ANMM,anmm,attorney_general oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.anmm.gov.au,http://www.anmm.gov.au/site/page.cfm?u=2017,http://www.anmm.gov.au/site/page.cfm?u=1453,"To bring maritime heritage to life and preserve it for future generations through exhibitions, programs and events; the National Maritime Collection; research, acquisition, conservation, interpretation, scholarship, publication, outreach and education; national leadership and support; national and international collaboration; and fostering traditional practices.",2012-10-15 19:40:52 +1100,2016-11-08 07:50:24 +1100,4
Australian National Preventive Health Agency,ANPHA,anpha,federal foi_yes directory_gov_au oaic_report_2011_2012 health defunct,http://www.anpha.gov.au,http://www.anpha.gov.au/internet/anpha/publishing.nsf/Content/ips,http://www.anpha.gov.au/internet/anpha/publishing.nsf/Content/foilog,The Australian National Preventive Health Agency has been established to advise on and manage national preventive health programs.,2012-10-15 19:40:52 +1100,2016-11-19 11:55:06 +1100,5
Australian National University,ANU,anu,foi_yes federal directory_gov_au oaic_report_2011_2012 education_and_training university,http://www.anu.edu.au/,http://foi.anu.edu.au/ips/index_ips.php,http://foi.anu.edu.au/ips/disclosure_log/disclosure_log.php,"The Australian National University is unique among its contemporaries as the only Australian university established by an Act of Federal Parliament, in 1946. It is also one of Australia's most research-intensive universities, with a high ratio of academic staff to students.

As a university, it will hold information on its admission statistics and policy.",2012-10-15 19:40:52 +1100,2018-04-29 15:31:51 +1000,5
Australian Nuclear Science and Technology Organisation,ANSTO,ansto,foi_yes federal directory_gov_au oaic_report_2011_2012 industry_and_science,http://www.ansto.gov.au/,http://www.ansto.gov.au/AboutANSTO/About/AccesstoInformation/IPS/index.htm,http://www.ansto.gov.au/AboutANSTO/About/AccesstoInformation/FOIdisclosurelog/index.htm,"ANSTO conducts research and development in relation to a broad range of nuclear science and technology activities, and the production and use of radioisotopes. It has a strong commercial focus and ensures that its research, technology transfer, commercial and training activities in nuclear science and associated technologies advance Australia's innovation, international competitiveness and environmental and health management.",2012-10-15 19:40:52 +1100,2018-01-14 14:16:52 +1100,4
Australian Organ and Tissue Donation and Transplantation Authority,AOTDTA,aotdta,health oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.donatelife.gov.au,http://www.donatelife.gov.au/the-authority/about-us/freedom-of-information/information-publication-scheme-plan,http://www.donatelife.gov.au/the-authority/about-us/freedom-of-information,"The Australian Organ and Tissue Donation and Transplantation Authority creates a nationally consistent and coordinated approach to organ and tissue donation and transplantation. Their role is to work with states and territories, clinicians, consumers and the community sector to build a world leading organ and tissue donation and transplantation system for Australia.",2012-10-15 19:40:52 +1100,2016-08-16 04:55:28 +1000,4
Australian Pesticides and Veterinary Medicines Authority,APVMA,apvma,agriculture oaic_report_2011_2012 foi_yes federal,http://www.apvma.gov.au/,http://www.apvma.gov.au/about/foi/operational/index.php,http://www.apvma.gov.au/about/foi/disclosure/index.php,"The APVMA regulates the safety and effectiveness of agricultural and veterinary chemical products in the Australian marketplace. It does this by assessing applications for product registration based on human safety, animal or crop safety, environmental and worker safety, effectiveness, and risk to overseas trade, by specifying conditions of use, and through post-registration quality assurance and compliance programs.",2012-10-15 19:40:52 +1100,2017-07-17 21:37:33 +1000,4
Australian Political Exchange Council,"",australian_political_exchange_council,finance oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.polexchange.org.au,"","","Established in 1981, the Australian Political Exchange Council aims to develop young Australian political leaders by providing opportunities to gain insights into the political systems and cultures of countries with which the Council has established an exchange program. It also offers delegates visiting from overseas a chance to learn about Australia's political system. Through the Council's exchange programs, long-lasting ties and friendships can be formed between future generations of political leaders in Australia and other countries.",2012-10-15 19:40:52 +1100,2016-12-03 04:55:32 +1100,3
Australian Postal Corporation,Australia Post,australia_post,communications oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.auspost.com.au,http://auspost.com.au/about-us/information-publication-scheme.html,"","The Corporation's principal function is to supply postal services within Australia, and between Australia and overseas under the Australia Post brand.",2012-10-15 19:40:53 +1100,2018-03-02 15:12:45 +1100,4
Australian Prudential Regulation Authority,APRA,apra,treasury oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.apra.gov.au,http://www.apra.gov.au/AboutAPRA/FOI/Pages/Information-Publication-Scheme.aspx,http://www.apra.gov.au/AboutAPRA/FOI/Pages/Freedom-of-Information-Disclosure-Log.aspx,"APRA is responsible for prudential regulation of banks, life insurance companies, general insurance companies, superannuation funds, credit unions, building and friendly societies.",2012-10-15 19:40:53 +1100,2018-05-30 20:19:38 +1000,3
Australian Public Service Commission,APSC,apsc,prime_minister oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.apsc.gov.au,http://www.apsc.gov.au/freedom-of-information/ips,http://www.apsc.gov.au/ips/foidisclosurelog.htm,"The Commission is a central agency within the Australian Public Service with a critical leadership role in contributing to the future capability and sustainability of the Service. We promote good practice in managing people, support leadership and learning and development in the APS, foster ethical behaviour and workplaces that value diversity. We promote Indigenous employment in the APS. We also have an important evaluation role in working with agencies to ensure that the APS is performing effectively and consistently with the APS Values.",2012-10-15 19:40:53 +1100,2018-06-02 12:39:27 +1000,3
Australian Radiation Protection and Nuclear Safety Agency,ARPANSA,arpansa,health oaic_report_2011_2012 directory_gov_au foi_yes federal,http://www.arpansa.gov.au,http://www.arpansa.gov.au/ips.cfm,http://www.arpansa.gov.au/AboutUs/disclosure.cfm,"The Australian Radiation Protection and Nuclear Safety Agency (ARPANSA), a Federal Government agency charged with responsibility for protecting the health and safety of people, and the environment, from the harmful effects of ionizing and non-ionizing radiation.",2012-10-15 19:40:53 +1100,2018-05-22 22:52:15 +1000,4
Australian Rail Track Corporation Limited,ARTC,artc,infrastructure_and_regional_development foi_probably_not federal,http://www.artc.com.au,"","","ARTC is one of Australia's largest rail network owners operating and managing over 8,500 kilometres of standard gauge track in South Australia, Victoria, Western Australia, New South Wales and Queensland. Core competencies include access management, network control, rail infrastructure planning and management, signalling and communications, as well as offering expert advice in developing rail transport solutions to customers.",2012-10-15 19:40:53 +1100,2016-11-10 18:40:25 +1100,3
